YP_006867372	408491003	NC_018721	Psychroflexus torquis ATCC 700755| Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Psychroflexus.	P700755_001781	complement(1899271..1900521)	"esterase_lipase superfamily protein"
YP_454062	85058360	NC_007712	Sodalis glossinidius str. 'morsitans'| Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Sodalis.	SG0382	680862..681749	"lipoprotein NlpI"
YP_003093543	255533171	NC_013061	Pedobacter heparinus DSM 2366| Bacteria; Bacteroidetes; Sphingobacteriia; Sphingobacteriales; Sphingobacteriaceae; Pedobacter.	Phep_3287	3898938..3899984	"hypothetical protein"
YP_007153101	428766990	NC_019770	Enterococcus faecalis str. Symbioflor 1| Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus.	EFS1_1309	1356151..1357407	"tetratricopeptide region domain protein"
YP_008348469	527322271			
YP_004167833	319956570	NC_014935	Nitratifractor salsuginis DSM 16511| Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Nitratifractor.	Nitsa_0822	830866..831501	"tetratricopeptide tpr_1 repeat-containing protein"
YP_843367	116754249	NC_008553	Methanosaeta thermophila PT| Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosaetaceae; Methanosaeta.	Mthe_0939	complement(1024616..1026760)	"TPR repeat-containing protein"
YP_744527	114327370	NC_008343	Granulibacter bethesdensis CGDNIH1| Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Granulibacter.	GbCGDNIH1_0706	complement(801324..802175)	"TPR repeat-containing protein"
YP_005475399	383790825	NC_017098	Spirochaeta africana DSM 8902| Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Spirochaeta.	Spiaf_1634	complement(1848183..1850147)	"Tfp pilus assembly protein PilF"
YP_724332	113478271	NC_008312	Trichodesmium erythraeum IMS101| Bacteria; Cyanobacteria; Oscillatoriophycideae; Oscillatoriales; Trichodesmium.	Tery_4945	complement(7535046..7537298)	"hypothetical protein"
YP_006577600	401762593	NC_018405	Enterobacter cloacae subsp. cloacae ENHKU01| Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex.	ECENHK_05445	complement(1187228..1188082)	"thioredoxin-like protein"
YP_003267952	262196743	NC_013440	Haliangium ochraceum DSM 14365| Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Nannocystineae; Kofleriaceae; Haliangium.	Hoch_3557	4897816..4898667	"hypothetical protein"
YP_004284969	326404887	NC_015186	Acidiphilium multivorum AIU301| Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Acidiphilium.	ACMV_27400	3014418..3015986	"hypothetical protein"
NP_635366	21229444	NC_003901	Methanosarcina mazei Go1| Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina.	MM_3342	4070261..4071514	"hypothetical protein"
YP_632618	108758361	NC_008095	Myxococcus xanthus DK 1622| Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Cystobacterineae; Myxococcaceae; Myxococcus.	MXAN_4447	complement(5507732..5508874)	"hypothetical protein"
YP_900205	118578955	NC_008609	Pelobacter propionicus DSM 2379| Bacteria; Proteobacteria; Deltaproteobacteria; Desulfuromonadales; Pelobacteraceae; Pelobacter.	Ppro_0516	542371..544392	"hypothetical protein"
YP_219482	62184697			
YP_005448609	383769546	NC_017082	Bradyrhizobium sp. S23321| Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; Bradyrhizobium.	S23_12790	1353084..1354772	"hypothetical protein"
YP_007085043	428211899	NC_019693	Oscillatoria acuminata PCC 6304| Bacteria; Cyanobacteria; Oscillatoriophycideae; Oscillatoriales; Oscillatoria.	Oscil6304_1416	1742804..1745383	"WD40 repeat-containing protein"
YP_003374618	285016907	NC_013722	Xanthomonas albilineans GPE PC73| Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas.	XALc_0086	114029..115885	"hypothetical protein"
YP_007727817	478455627			
YP_684907	147921279	NC_009464	Methanocella arvoryzae MRE50| Archaea; Euryarchaeota; Methanomicrobia; Methanocellales; Methanocellaceae; Methanocella.	RCIX74	complement(2652911..2653567)	"hypothetical protein"
YP_006036006	386339640	NC_017579	Shewanella baltica OS117| Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella.	Sbal117_0724	817001..818194	"hypothetical protein"
YP_006046831	386348583	NC_017584	Rhodospirillum rubrum F11| Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Rhodospirillum.	F11_02820	complement(649402..651189)	"hypothetical protein"
YP_005035071	374287986	NC_016620	Bacteriovorax marinus SJ| Bacteria; Proteobacteria; Deltaproteobacteria; Bdellovibrionales; Bacteriovoracaceae; Bacteriovorax.	BMS_1226	complement(1193586..1195169)	"hypothetical protein"
YP_005453603	383774536	NC_017082	Bradyrhizobium sp. S23321| Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; Bradyrhizobium.	S23_63040	6541572..6543368	"putative adenylate cyclase"
YP_001547072	159900825	NC_009972	Herpetosiphon aurantiacus DSM 785| Bacteria; Chloroflexi; Chloroflexia; Herpetosiphonales; Herpetosiphonaceae; Herpetosiphon.	Haur_4312	complement(5505119..5506783)	"serine/threonin protein kinase"
YP_001079753	126451387	NC_009080	Burkholderia mallei NCTC 10247| Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; pseudomallei group.	BMA10247_0177	complement(170252..172096)	"hypothetical protein"
YP_007365807	442555982	NC_020127	Lawsonia intracellularis N343| Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; Lawsonia.	LAW_00726	complement(878908..879495)	"TPR repeat-containing protein"
YP_008197057	522668595	NC_021717	Alteromonas macleodii str. 'Ionian Sea U7'| Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Alteromonas.	I876_13375	complement(3036996..3038189)	"ATP-dependent protease La"
YP_606736	104780238	NC_008027	Pseudomonas entomophila L48| Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas.	PSEEN1019	1068538..1069299	"type IV pili biogenesis protein PilF"
YP_005074651	374321522	NC_016641	Paenibacillus terrae HPL-003| Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus.	HPL003_08325	1784367..1786148	"tetratricopeptide tpr_2 repeat protein"
YP_007105148	428220978	NC_019702	Synechococcus sp. PCC 7502| Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales; Synechococcus.	Syn7502_00890	881861..882601	"hypothetical protein"
NP_895636	33864076	NC_005071	Prochlorococcus marinus str. MIT 9313| Bacteria; Cyanobacteria; Prochlorales; Prochlorococcaceae; Prochlorococcus.	PMT1809	complement(1909682..1911331)	"hypothetical protein"
YP_123827	54297458	NC_006368	Legionella pneumophila str. Paris| Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella.	lpp1503	complement(1676255..1677037)	"hypothetical protein"
YP_007208014	430758193	NC_019896	Bacillus subtilis subsp. subtilis str. BSP1| Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus.	A7A1_2701	648420..649874	"hypothetical protein"
YP_004437955	332296032	NC_015499	Thermodesulfobium narugense DSM 14796| Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales; Thermodesulfobiaceae; Thermodesulfobium.	Thena_1205	complement(1237496..1238110)	"hypothetical protein"
NP_465446	16803961	NC_003210	Listeria monocytogenes EGD-e| Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.	lmo1922	complement(1996784..1998037)	"hypothetical protein"
YP_001082454	126448388	NC_009080	Burkholderia mallei NCTC 10247| Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; pseudomallei group.	BMA10247_2934	complement(2891825..2893645)	"hypothetical protein"
YP_001244654	148270194	NC_009486	Thermotoga petrophila RKU-1| Bacteria; Thermotogae; Thermotogales; Thermotogaceae; Thermotoga.	Tpet_1061	1088592..1090208	"TPR repeat-containing protein"
YP_004862721	347755157	NC_016024	Candidatus Chloracidobacterium thermophilum B| Bacteria; Acidobacteria; Candidatus Chloracidobacterium.	Cabther_A1455	1733793..1734614	"hypothetical protein"
YP_212863	60682719	NC_003228	Bacteroides fragilis NCTC 9343| Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides.	BF9343_3164	complement(3825704..3826573)	"putative TPR repeat domain exported protein"
YP_007165650	428773862	NC_019778	Cyanobacterium stanieri PCC 7202| Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales; Cyanobacterium.	Cyast_2051	2275712..2276239	"hypothetical protein"
YP_004519860	333987253	NC_015574	Methanobacterium paludis| Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium.	MSWAN_1038	1126364..1127353	"hypothetical protein"
YP_005370793	383456804	NC_017030	Corallococcus coralloides DSM 2259| Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Cystobacterineae; Myxococcaceae; Corallococcus.	COCOR_04831	complement(6105538..6107277)	"hypothetical protein"
YP_148048	56420730	NC_006510	Geobacillus kaustophilus HTA426| Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Geobacillus.	GK2195	complement(2236391..2237647)	"hypothetical protein"
YP_006916120	511767357	NC_018868	Simiduia agarivorans SA1 = DSM 21679| Bacteria; Proteobacteria; Gammaproteobacteria; Simiduia.	M5M_05965	complement(1326455..1328053)	"TPR/sulfotransferase domain-containing protein"
YP_003320576	269838348	NC_013523	Sphaerobacter thermophilus DSM 20745| Bacteria; Chloroflexi; Sphaerobacteridae; Sphaerobacterales; Sphaerobacterineae; Sphaerobacteraceae; Sphaerobacter.	Sthe_2333	2595957..2598437	"hypothetical protein"
YP_008773947	557605836	NC_022777	Clostridium tetani 12124569| Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium.	BN906_01918	complement(1850349..1851245)	"TPR repeat-containing protein"
YP_006766152	410478515	NC_018649	Leptospirillum ferriphilum ML-04| Bacteria; Nitrospirae; Nitrospirales; Nitrospiraceae; Leptospirillum.	LFML04_0960	complement(902288..902902)	"hypothetical protein"
YP_002988925	242240744	NC_012880	Dickeya dadantii Ech703| Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Dickeya.	Dd703_3341	complement(3912273..3913157)	"lipoprotein NlpI"
YP_004202176	320450080	NC_014974	Thermus scotoductus SA-01| Bacteria; Deinococcus-Thermus; Deinococci; Thermales; Thermaceae; Thermus.	TSC_c10020	951060..952127	"tetratricopeptide repeat domain-containing protein"
YP_006294994	387126389	NC_017857	Methylophaga nitratireducenticrescens| Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales; Piscirickettsiaceae; Methylophaga.	Q7A_501	513046..514821	"hypothetical protein"
YP_569657	91976998	NC_007958	Rhodopseudomonas palustris BisB5| Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; Rhodopseudomonas.	RPD_2526	2826482..2828836	"hypothetical protein"
YP_007056946	427737402	NC_019678	Rivularia sp. PCC 7116| Bacteria; Cyanobacteria; Nostocales; Rivulariaceae; Rivularia.	Riv7116_3959	4936657..4937178	"hypothetical protein"
YP_004371067	328953733	NC_015388	Desulfobacca acetoxidans DSM 11109| Bacteria; Proteobacteria; Deltaproteobacteria; Syntrophobacterales; Syntrophaceae; Desulfobacca.	Desac_2057	complement(2292542..2294968)	"hypothetical protein"
YP_001839482	183221486	NC_010602	Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)'| Bacteria; Spirochaetes; Spirochaetales; Leptospiraceae; Leptospira.	LEPBI_I2104	complement(2197346..2199097)	"TPR repeat-containing signal peptide"
YP_002028046	194365436	NC_011071	Stenotrophomonas maltophilia R551-3| Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Stenotrophomonas; Stenotrophomonas maltophilia group.	Smal_1658	1868386..1869171	"type IV pilus biogenesis/stability protein PilW"
NP_869477	32476483	NC_005027	Rhodopirellula baltica SH 1| Bacteria; Planctomycetes; Planctomycetia; Planctomycetales; Planctomycetaceae; Rhodopirellula.	RB10541	5718795..5719784	"TPR repeat-containing O-linked GlcNAc transferase"
YP_007919689	488603156	NC_021173	Burkholderia thailandensis MSMB121| Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; pseudomallei group.	BTI_3223	3564563..3566383	"TPR repeat family protein"
YP_001631984	163857686	NC_010170	Bordetella petrii DSM 12804| Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Bordetella.	Bpet3374	complement(3551574..3552461)	"Flp pilus assembly protein"
YP_001886178	187934372	NC_010674	Clostridium botulinum B str. Eklund 17B (NRP)| Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium.	CLL_A1985	complement(2063459..2064538)	"hypothetical protein"
YP_002824315	227820344	NC_012586	Sinorhizobium fredii NGR234| Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Sinorhizobium/Ensifer group; Sinorhizobium.	NGR_b21160	2167617..2171213	"TonB-dependent receptor"
YP_008560438	651860838	NC_022361	Pseudomonas aeruginosa PAO581| Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas.	M801_4687	5014622..5016349	"tetratricopeptide repeat family protein"
YP_008779977	557607902	NC_022780	Pediococcus pentosaceus SL4| Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Pediococcus.	T256_05290	complement(1036373..1037641)	"hypothetical protein"
YP_007137956	428299650	NC_019751	Calothrix sp. PCC 6303| Bacteria; Cyanobacteria; Nostocales; Rivulariaceae; Calothrix.	Cal6303_3037	complement(3594224..3596596)	"hypothetical protein"
YP_006046149	386347900	NC_017583	Spirochaeta thermophila DSM 6578| Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Spirochaeta.	Spith_2177	complement(2433784..2434344)	"hypothetical protein"
YP_007627858	470461547	NC_020796	Edwardsiella piscicida C07-087| Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Edwardsiella.	ETAC_01825	433223..434107	"lipoprotein NlpI"
YP_006257993	387792928	NC_017770	Solitalea canadensis DSM 3403| Bacteria; Bacteroidetes; Sphingobacteriia; Sphingobacteriales; Sphingobacteriaceae; Solitalea.	Solca_3818	4458671..4460596	"hypothetical protein"
YP_423382	83313118	NC_007626	Magnetospirillum magneticum AMB-1| Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Magnetospirillum.	amb4019	4426761..4428383	"methyltransferase"
YP_323758	75909462	NC_007413	Anabaena variabilis ATCC 29413| Bacteria; Cyanobacteria; Nostocales; Nostocaceae; Anabaena.	Ava_3255	complement(4055043..4056107)	"hypothetical protein"
YP_007916431	488578784	NC_021172	Hyphomicrobium denitrificans 1NES1| Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Hyphomicrobium.	HYPDE_41318	complement(3690860..3692581)	"HemY domain-containing protein"
YP_004862419	347754855	NC_016024	Candidatus Chloracidobacterium thermophilum B| Bacteria; Acidobacteria; Candidatus Chloracidobacterium.	Cabther_A1149	1359334..1360752	"hypothetical protein"
YP_634437	108759111	NC_008095	Myxococcus xanthus DK 1622| Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Cystobacterineae; Myxococcaceae; Myxococcus.	MXAN_6312	7791013..7793088	"serine/threonine protein kinase"
YP_005939961	386021936	NC_017532	Pseudomonas stutzeri DSM 4166| Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas.	PSTAA_3350	3550366..3552093	"hypothetical protein"
YP_002016535	194334675	NC_011059	Prosthecochloris aestuarii DSM 271| Bacteria; Chlorobi; Chlorobia; Chlorobiales; Chlorobiaceae; Prosthecochloris.	Paes_1876	2048782..2049387	"hypothetical protein"
YP_003908546	307731322	NC_014539	Burkholderia sp. CCGE1003| Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia.	BC1003_3309	3831877..3833685	"hypothetical protein"
YP_004533033	334139834	NC_015580	Novosphingobium sp. PP1Y| Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Novosphingobium.	PP1Y_AT2438	complement(264483..265427)	"putative thioredoxin"
YP_002372036	218246665	NC_011726	Cyanothece sp. PCC 8801| Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales; Cyanothece.	PCC8801_1837	1927111..1928145	"hypothetical protein"
YP_003295148	269138448	NC_013508	Edwardsiella tarda EIB202| Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Edwardsiella.	ETAE_1092	complement(1190736..1192217)	"peptidase"
YP_471090	86359198	NC_007761	Rhizobium etli CFN 42| Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Rhizobium/Agrobacterium group; Rhizobium.	RHE_CH03608	3816699..3817565	"O-linked GlcNAc transferase"
YP_926590	119773850	NC_008700	Shewanella amazonensis SB2B| Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella.	Sama_0712	874043..874528	"hypothetical protein"
YP_002432332	218781014	NC_011768	Desulfatibacillum alkenivorans AK-01| Bacteria; Proteobacteria; Deltaproteobacteria; Desulfobacterales; Desulfobacteraceae; Desulfatibacillum.	Dalk_3174	complement(4033693..4035696)	"hypothetical protein"
YP_004530337	333997725	NC_015578	Treponema primitia ZAS-2| Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Treponema.	TREPR_2762	complement(1416982..1417533)	"hypothetical protein"
NP_972626	42527528	NC_002967	Treponema denticola ATCC 35405| Bacteria; Spirochaetes; Spirochaetales; Spirochaetaceae; Treponema.	TDE2023	complement(2049595..2050704)	"TPR"
YP_006447383	392410776	NC_018025	Desulfomonile tiedjei DSM 6799| Bacteria; Proteobacteria; Deltaproteobacteria; Syntrophobacterales; Syntrophaceae; Desulfomonile.	Desti_2437	complement(2893550..2895763)	"tetratricopeptide repeat protein,putative transcriptional regulator"
YP_003307438	269119261	NC_013517	Sebaldella termitidis ATCC 33386| Bacteria; Fusobacteria; Fusobacteriales; Leptotrichiaceae; Sebaldella.	Sterm_0634	684380..684940	"hypothetical protein"
YP_003000739	251786435	NC_012892	Escherichia coli BL21(DE3)| Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Escherichia.	B21_02981	complement(3176533..3177417)	"lipoprotein involved in cell division"
YP_001802655	172036154	NC_010546	Cyanothece sp. ATCC 51142| Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales; Cyanothece.	cce_1239	1242827..1243294	"hypothetical protein"
YP_003268257	262197048	NC_013440	Haliangium ochraceum DSM 14365| Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Nannocystineae; Kofleriaceae; Haliangium.	Hoch_3865	5319584..5320726	"hypothetical protein"
YP_007726925	478456542			
YP_005999842	386083560	NC_017562	Xylella fastidiosa subsp. fastidiosa GB514| Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xylella.	XFLM_02385	complement(486378..487187)	"fimbrial biogenesis protein"
YP_007362315	442322294	NC_020126	Myxococcus stipitatus DSM 14675| Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Cystobacterineae; Myxococcaceae; Myxococcus.	MYSTI_05352	complement(6935133..6936584)	"adventurous gliding motility protein AglT"
